17. 6. 17.,"1,155"
17. 6. 18.,"1,237"
17. 6. 19.,"1,915"
17. 6. 20.,"1,817"
17. 6. 21.,"1,558"
17. 6. 22.,"1,472"
17. 6. 23.,"1,244"
17. 6. 24.,746
17. 6. 25.,746
17. 6. 26.,"1,309"
17. 6. 27.,"1,436"
17. 6. 28.,"1,387"
17. 6. 29.,"1,328"
17. 6. 30.,"1,193"
,
